movieId,imgLink,summary,
8042,"https://m.media-amazon.com/images/M/MV5BMWNmNGY3ZGMtYWQ3OC00Zjg4LWFiN2EtZjM2MDI1YzRiNjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A small-time hood aspires to work his way up the ranks of a local mob.,
,,,
8043,"https://m.media-amazon.com/images/M/MV5BMTY1Mjk3MTQxOV5BMl5BanBnXkFtZTcwODkzMDcyMQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","Danny DeVito is John Leary, a professional clown, whose wife's death in a car accident has left him to care for his two young boys.",
,,,
8044,"https://m.media-amazon.com/images/M/MV5BMDllMDA4YWQtYzdmNC00OGYxLWE0N2QtZmNjM2QxMTgxYzFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Wrongly convicted James Allen serves in the intolerable conditions of a southern chain gang, which later comes back to haunt him.",
,,,
8057,"https://m.media-amazon.com/images/M/MV5BNjI1NzQ0YjMtNWMzMi00YjFhLWFkYTgtMDMxZmRkYTVlNGZkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Drifter Chance Wayne returns to his hometown after many years of trying to make it in the movies. Arriving with him is a faded film star he picked up along the way, Alexandra Del Lago. ...
                    See full summary��",
,,,
8092,"https://m.media-amazon.com/images/M/MV5BMzE4MWUyOWQtMThhMS00ZTY0LWE5OGQtOTdhMjIzN2NmZGVjXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","The ultimate weapon, which was meant to be safe for humankind, produces global side-effects, including time slides and disappearances. The scientist behind the project and his car are ...
                    See full summary��",
,,,
8093,"https://m.media-amazon.com/images/M/MV5BZDZmMTQ0OWMtYTM1YS00MWM1LWFhZTQtOTc3NzI1ZGQyOTkzXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","South Korean agents Ryu and Lee are tracking a female assassin from North Korea who has mysteriously disappeared. With new killings and the theft of a deadly bomb, time is running out to catch her.",
,,,
8094,"https://m.media-amazon.com/images/M/MV5BYmYzNDcyNmEtNGJhMS00M2Y2LTgxYTEtMzM3NjljNDEyOGFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A one-armed stranger comes to a tiny town possessing a terrible past they want to keep secret, by violent means if necessary.",
,,,
8117,"https://m.media-amazon.com/images/M/MV5BMTI5NzU1MDM1NF5BMl5BanBnXkFtZTcwNjk3NTgyMQ@@._V1_UY268_CR7,0,182,268_AL__QL50.jpg","Two brothers, one cold and ruthless, the other sensitive and reluctant, and their brutal misadventures.",
,,,
8118,"https://m.media-amazon.com/images/M/MV5BMTdjNmY0MDktMzYyNi00NDlkLWJkMGMtOTg2MzhjYzEzOTM0XkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",
,,,
8119,"https://m.media-amazon.com/images/M/MV5BMDg3MmVmNmUtMzI4NC00NDY1LTg5YTAtMDJiODJlNmM0MTAwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Ralph Macchio is Lightning Boy. A kid who can make a slide guitar sing. Blind Dog is an old pro who knows it. Together, they're headed to a place where deals are made. And legends are born.",
,,,
8121,"https://m.media-amazon.com/images/M/MV5BMTM2NTI2NTY0NF5BMl5BanBnXkFtZTcwMTc0NjcyMQ@@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","A much-needed boost, in the form of a new factory, is promised to the residents of the tiny fishing village St. Marie-La-Mauderne, provided they can lure a doctor to take up full-time residency on the island. Inspired, the villagers devise a scheme to make Dr. Christopher Lewis a local.",
,,,
8125,"https://m.media-amazon.com/images/M/MV5BNDVkYmYwM2ItNzRiMy00NWQ4LTlhMjMtNDI1ZDYyOGVmMzJjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An allegorical tale about a man fighting the good and evil within him. Both sides are made flesh - one a sophisticated woman he is attracted to and the other his wife.,
,,,
8126,"https://m.media-amazon.com/images/M/MV5BNTRhMjJkNjAtYTgwYy00YTc1LTgzMjItNDA3ZGI2NzM2YzNjXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Bent on winning a Pulitzer Prize, a journalist commits himself to a mental institution to solve a strange and unclear murder.",
,,,
8128,"https://m.media-amazon.com/images/M/MV5BZmYxOTA5YTEtNDY3Ni00YTE5LWE1MTgtYjc4ZWUxNWY3ZTkxXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A French boarding school run by priests seems to be a haven from World War II until a new student arrives. He becomes the roommate of top student in his class. Rivals at first, the roommates form a bond and share a secret.",
,,,
8131,"https://m.media-amazon.com/images/M/MV5BMTMzMDMzNjI5MV5BMl5BanBnXkFtZTcwMDYxNTAzMQ@@._V1_UY268_CR13,0,182,268_AL__QL50.jpg","An advertising executive fails to realize that the woman of his dreams is his best friend since first grade, now married to his cheating co-worker.",
,,,
8132,"https://m.media-amazon.com/images/M/MV5BM2U0NWE2ZDMtOGMzZS00MjRlLTgyNTItMTgwNTFjNjcyNDk2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",
,,,
8136,"https://m.media-amazon.com/images/M/MV5BNzI1NzNmYzEtNjE3Zi00ZThmLWEyMTItYTQ4NzQ1OTkyMjU4XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Charles ""The Butcher"" Benton, a brutal death row inmate gets double-crossed by his crooked lawyer. He gets his chance for revenge when, after he's been executed, a bizarre experiment brings him back to life and more deadly than ever.",
,,,
8137,"https://m.media-amazon.com/images/M/MV5BYzljYmZkNzktZTRhZC00NTJmLWEzN2MtYzBmNWQ0YWJlODA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A scientist develops a youth formula for a cosmetics queen from jelly taken from queen wasps, failing to anticipate the typical horrible side effects.",
,,,
8138,"https://m.media-amazon.com/images/M/MV5BNmRiMzlkZGItNjU1My00ZWQyLThlMzMtMjliY2NkYzFiNDExXkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_UY268_CR2,0,182,268_AL__QL50.jpg","A backwoods game warden and a local doctor discover that giant leeches are responsible for disappearances and deaths in a local swamp, but the local police don't believe them.",
,,,
8142,"https://m.media-amazon.com/images/M/MV5BZjAyY2JiNDItOThmZS00NWE0LWFjZmUtYzk5Y2Q2YjkzODllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",A yakuza of Chinese descent and a Japanese cop each wage their own war against the Japanese mafia. But they are destined to meet. Their encounter will change the world.,
,,,
8143,"https://m.media-amazon.com/images/M/MV5BOTYzNjMwOTI4Ml5BMl5BanBnXkFtZTgwNTczMjE1MjE@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",Biopic of adventurer Lola Mont�s who ends up as a circus attraction after being romantically involved with famous European men.,
,,,
8147,"https://m.media-amazon.com/images/M/MV5BMWUxOTM0YjEtNjM1Yi00ZmVlLTllNDYtMDdhYmNkYmE5YzgzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR21,0,182,268_AL__QL50.jpg",An intellectually disabled man undergoes an experiment that gives him the intelligence of a genius.,
,,,
8153,"https://m.media-amazon.com/images/M/MV5BNGVlMzFiNGQtM2I1Ny00NzZiLWJmMjMtMmY4NzNlMDBkMTc5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",The life of brilliant but tortured artist Vincent van Gogh.,
,,,
8154,"https://m.media-amazon.com/images/M/MV5BYmFjNmM3ZjctMWNhNS00ZDMwLWEwNTUtZGJhN2Y4NWQyMzA4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,
,,,
8157,"https://m.media-amazon.com/images/M/MV5BYzhiZjk4NDUtYTdlMC00OWUxLThiMGMtMTEyOTYxMjU1ZWI2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR3,0,182,268_AL__QL50.jpg",A traumatized member of an elite para-military police force falls for the sister of a female terrorist courier who died in front of him on duty.,
,,,
8158,"https://m.media-amazon.com/images/M/MV5BMjE4NzQ5NzIxM15BMl5BanBnXkFtZTcwMjI0NzI5NA@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Two small-town Texas cops go undercover to catch a major drug dealer and are sucked into the drug culture, compromising their assignment.",
,,,
8167,"https://m.media-amazon.com/images/M/MV5BMTkyNTIzMTA4MV5BMl5BanBnXkFtZTgwMDUzMjU1MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After being wrongly convicted as a traitor, Peter Blood, an English physician, is sent to exile in the British colonies of the Caribbean, where he becomes a pirate.",
,,,
8169,"https://m.media-amazon.com/images/M/MV5BM2JlMDgxOTYtNmI2My00YzY1LWIyZTgtYzY0MjY3Y2RiZmY2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Apartment block tenants seek the aid of alien mechanical life-forms to save their building from demolition.,
,,,
8183,"https://m.media-amazon.com/images/M/MV5BNTI1NjA3ODMtYTM0ZC00ZGEzLWE0OWEtMDgwOTQ2NjhhYjFjXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","In London, twenty-seven year-old hairdresser Rita decides to complete her basic education before having children as desired by her husband Denny. She joins a literature course in an open ...
                    See full summary��",
,,,
8188,"https://m.media-amazon.com/images/M/MV5BNjcyNTQyNzk2N15BMl5BanBnXkFtZTgwNDg2MDUyNTE@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","In medieval Japan, a compassionate governor is sent into exile. His wife and children try to join him, but are separated, and the children grow up amid suffering and oppression.",
,,,
8189,"https://m.media-amazon.com/images/M/MV5BZjA2MTBhMTMtZGVhOS00ODhkLWI3NzktOTMzN2JkNzc1YTE3XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY268_CR1,0,182,268_AL__QL50.jpg","With her mother away for the weekend, a brash and precocious ten-year-old country-girl sets out to explore Paris during a M�tro strike, under her uncle's not-so-watchful eye. Can a little girl cause so much chaos in the heart of the city?",
,,,
8190,"https://m.media-amazon.com/images/M/MV5BYzc3MzU1MDAtNTU1NS00Y2IxLWI4MzUtYzQyZGYyYzJlNGRjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An American naval officer's talent for living the good life in wartime is challenged when he falls in love and is sent on a dangerous mission.,
,,,
8191,"https://m.media-amazon.com/images/M/MV5BNTBiYWU5NmUtOTZkZi00NzU5LWFhYWQtMzM1ZjhjZTA1ZWQ3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Henry VIII of England discards one wife, Catharine of Aragon, who has failed to produce a male heir, in favor of the young and beautiful Anne Boleyn.",
,,,
8195,"https://m.media-amazon.com/images/M/MV5BMWM4NTE1NzktNzg3Yi00ZTgxLWI3ZjctMTM0MjY3YTRiNzRhXkEyXkFqcGdeQXVyNTc1NDM0NDU@._V1_UY268_CR3,0,182,268_AL__QL50.jpg","A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",
,,,
8196,"https://m.media-amazon.com/images/M/MV5BNzJlYmZhNTMtMWM2Yy00MDZiLWJlOGMtMTRkOTEzYmZlZWQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Three girls come to Hollywood to make it big, but find only sex, drugs and sleaze.",
,,,
8197,"https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,
,,,
8199,"https://m.media-amazon.com/images/M/MV5BNWRhYTZjMzUtYWJkOC00YjNmLWFmMzctNjI1MjFjOWQ3MmU1XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","A tale of ambition, family, love, and war set in the midst of the Japanese Civil Wars of the sixteenth century.",
,,,
8207,"https://m.media-amazon.com/images/M/MV5BNjZmMWE4NzgtZjc5OS00NTBmLThlY2MtM2MzNTA5NTZiNTFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR1,0,182,268_AL__QL50.jpg","A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",
,,,
8225,"https://m.media-amazon.com/images/M/MV5BNzYxZTE2ZWYtMGYxNS00OTFlLTkyYmMtYzVkZjI0ZTdmYzdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",The unburied dead return to life and seek human victims.,
,,,
8228,"https://m.media-amazon.com/images/M/MV5BY2U3ODNkMTAtOGQ3MS00NTU0LWJiZTQtNzMxZDM3NmFmYjhkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR10,0,182,268_AL__QL50.jpg","A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",
,,,
8232,"https://m.media-amazon.com/images/M/MV5BNWZmYTQ4NTYtMWE2MC00MDZiLTg5NWItZjUwNzI3MWFlZDkwXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Boring businessman Larry Wilson recovers from amnesia and discovers he's really a con man...and loves his soon-to-be-ex wife.,
,,,
8235,"https://m.media-amazon.com/images/M/MV5BMjkyOTg2MzE1MV5BMl5BanBnXkFtZTgwMDUzODYwMjE@._V1._CR32.883331298828125,11.533340454101562,508,1024_UX182_CR0,0,182,268_AL__QL50.jpg",A store clerk organizes a publicity stunt in which a friend climbs the outside of a tall building.,
,,,
8236,"https://m.media-amazon.com/images/M/MV5BNjQyYTI2ZDktOWQ1MC00MjMyLWI3NzctMGQ2YzkyMTUxYjEyL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A serial killer has been killing beautiful women in New York, and the new owner of a media company offers a high ranking job to the 1st administrator who can get the earliest scoops on the case.",
,,,
8238,"https://m.media-amazon.com/images/M/MV5BYTk2Y2MwNTItYmU3Ny00YzUxLWE0NmYtYmNlNzBhZjRmNmFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Pitch black comedy about a young nihilistic New Yorker coping with pervasive urban violence, obscene phone calls, rusty water pipes, electrical blackouts, paranoia and ethnic-racial conflict during a typical summer of the 1970s.",
,,,
8239,"https://m.media-amazon.com/images/M/MV5BMDJkYzdmZmUtM2RmNC00ODliLThlNmMtNzFjNWIwOWMyNzkxXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior.",
,,,
8241,"https://m.media-amazon.com/images/M/MV5BOWYxOWNkOWYtY2ViYi00MjkwLTkzZDEtNjhkMjdiM2UzNmFlXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Trapped in a school in which a gang of criminals has siezed control, a young troublemaker fights a cat and mouse battle from inside.",
,,,
8253,"https://m.media-amazon.com/images/M/MV5BNjAzNWJlMDYtMDZmZi00NGYyLWI5MDAtODIzYTRjYTYxN2ZjXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_UY268_CR4,0,182,268_AL__QL50.jpg","A dashing thief, his gang of desperadoes and an intrepid policeman struggle to free a princess from an evil count's clutches, and learn the hidden secret to a fabulous treasure that she holds part of a key to.",
,,,
8254,"https://m.media-amazon.com/images/M/MV5BNjViZTgwMGUtNTJkNS00Mjg1LTkwZWQtNTg1YWEyOWFhY2I0XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A young New Yorker goes to Arizona where he finds freedom to both love and dream.,
,,,
8261,"https://m.media-amazon.com/images/M/MV5BNWMwYjU4NTQtMjRhZC00MjNlLTlkZTctNDZjNDRlNzRkNDdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Two roommates/physical therapists, one a vain woman and the other a mysterious teenager, share a bizarre relationship.",
,,,
8264,"https://m.media-amazon.com/images/M/MV5BNjQ0YzYwMzUtZjc5NS00OGQ3LWJjMmUtYmY5N2M3ZTA0NTY2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","An old mother and her middle-aged daughter, the aunt and cousin of Jacqueline Kennedy, live their eccentric lives in a filthy, decaying mansion in East Hampton.",
,,,
8266,"https://m.media-amazon.com/images/M/MV5BYjQ4ZTgwODctY2IzYS00NWQzLWE5OTUtMTk4MWNiZmMxMjI3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UY268_CR2,0,182,268_AL__QL50.jpg","A young musician, tormented by an abusive situation at home, must contend with a rival singer, a burgeoning romance, and his own dissatisfied band, as his star begins to rise.",
,,,
8268,"https://m.media-amazon.com/images/M/MV5BNzMwY2I3YmEtYWI1Ny00MjQyLThiNDUtZWI2NTI5YjJjZjY5XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A government fakes the death of a criminal to turn this young woman into a killer on its service.,
,,,
8270,"https://m.media-amazon.com/images/M/MV5BMTIxOTY2MDQyOV5BMl5BanBnXkFtZTcwODAzNzQyMQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Antoine has always been fascinated with a hairdresser's delicate touch, the beguiling perfume and the figure of a woman with an opulent bosom, moreover, he knew that he would marry one, fulfilling his dream of a perfect and idealised love.",
,,,
8275,"https://m.media-amazon.com/images/M/MV5BMTQ3MDEwODczM15BMl5BanBnXkFtZTgwMjU2NjgyMjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","To reconcile with his girlfriend, a bookish college student tries to become an athlete.",
,,,
8290,"https://m.media-amazon.com/images/M/MV5BMjQxOTBjYzYtN2U5MS00MWQ3LWEyMmMtYWM3YzI4MjExNjhkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","A sleazy, incompetent detective tries to simultaneously take down heroin dealers and a corrupt businessman who murdered a burglar.",
,,,
8293,"https://m.media-amazon.com/images/M/MV5BNjNlNDAyMGMtMGVjNS00NjhmLWFlMmYtMzkwNTRlMmRiODRhXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","At her husband's funeral, Pearl (Shirley MacLaine), Jewish mother of two divorced and antagonistic daughters, meets an old Italian friend (Marcello Mastroianni) of her husband, whose advice...
                    See full summary��",
,,,
8302,"https://m.media-amazon.com/images/M/MV5BMjM4NDIwNjc3NV5BMl5BanBnXkFtZTgwODMyMzM0MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An investigative reporter sees an opportunity for the story of a lifetime when an accused murderer escapes hanging.,
,,,
8327,"https://m.media-amazon.com/images/M/MV5BMTc0NjYxMDUxNF5BMl5BanBnXkFtZTYwMzgyOTk2._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Three stories of never-ending love.,
,,,
8331,"https://m.media-amazon.com/images/M/MV5BNjUwY2Y2ZTktNTg5Ny00NWIzLWJlN2EtYjlmNzU5YTM2MjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When acerbic critic Sheridan Whiteside slips on the front steps of a provincial Ohio businessman's home and breaks his hip, he and his entourage take over the house indefinitely.",
,,,
8335,"https://m.media-amazon.com/images/M/MV5BNjI0NDUwNTQ0NV5BMl5BanBnXkFtZTgwNzIwOTkzNDE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",An elderly couple are forced to separate when they lose their house and none of their five children will take both parents in.,
,,,
8336,"https://m.media-amazon.com/images/M/MV5BOGM4YzkyOTQtOThiNC00ZDliLWFmZDktOTU0ZTY5OGFmNDg3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",A woman disguises herself as a child to save on a train fare and is taken in charge by an army man who doesn't notice the truth.,
,,,
8337,"https://m.media-amazon.com/images/M/MV5BMTQ4ODg4NzA3OV5BMl5BanBnXkFtZTgwMDcwODI5MjE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",
,,,
8338,"https://m.media-amazon.com/images/M/MV5BMTg3MDQxMzg2OF5BMl5BanBnXkFtZTgwNDY5NTY3MzE@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","After opening a convent in the Himalayas, five nuns encounter conflict and tension - both with the natives and also within their own group - as they attempt to adapt to their remote, exotic surroundings.",
,,,
8340,"https://m.media-amazon.com/images/M/MV5BNDQ3MzNjMDItZjE0ZS00ZTYxLTgxNTAtM2I4YjZjNWFjYjJlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",
,,,
8341,"https://m.media-amazon.com/images/M/MV5BMGU4NTU1NWMtNjU0Mi00MWQ0LWI4MmItNjZhZGE3MTkyNTk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL__QL50.jpg","An orphan named Oliver Twist meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",
,,,
8360,"https://m.media-amazon.com/images/M/MV5BMDJhMGRjN2QtNDUxYy00NGM3LThjNGQtMmZiZTRhNjM4YzUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL__QL50.jpg",Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,
